"","FIPS","E.Hesitant","E.Hesitant/Unsure","E.V.Hesitant","Hispanic","Native","Asian","Black","Hawaiian.Pacific","White","State","Pov","Unemp","Income","NoHSDP","Age65","Age17","Disab","SNGPNT","MINRTY","LIMENG","MUnit","Mobile","Crowd","NoVeh","GroupQ","RUCC","R.Years","D.Years","R.Cycles","D.Cycles","2020"
"379",5127,0.2154,0.2653,0.1429,0.077,0.019,0.0072,0.0024,0,0.8435,"AR",22.1,10.3,17375,21.1,19.9,25.9,22.1,6.7,15.7,0.7,1.1,19.3,3.2,8.6,0.6,6,21,0,6,0,"REPUBLICAN"
"380",6031,0.0892,0.1448,0.044,0.5449,0.0085,0.0369,0.0583,0.0016,0.3221,"CA",20.8,8.4,21186,26.3,9.7,27.3,12.4,15,67.3,10,6.4,4.2,8.2,6.4,9.9,3,21,0,6,0,"REPUBLICAN"
"381",5105,0.2091,0.2576,0.1378,0.0293,5e-04,0,0.0054,0,0.9546,"AR",17,6.8,21699,16.6,19,22.8,24.1,6.1,7.8,0,0.3,25.2,3.8,6,1.7,2,21,0,6,0,"REPUBLICAN"
"382",8029,0.0768,0.1187,0.0474,0.1521,0.0071,0.0086,0.0058,0,0.8133,"CO",17.6,8.5,24886,9.6,24.7,20.4,18.8,4.8,18.6,1.7,1.9,15.9,2.3,5,4.1,6,21,0,6,0,"REPUBLICAN"
"383",8059,0.0648,0.0987,0.0386,0.1537,0.0044,0.0278,0.0107,5e-04,0.7812,"CO",7.4,3.7,41930,5.6,15.6,20.3,9.9,6.3,21.7,1.5,14.9,1,1.4,4,1.5,1,3,18,2,4,"DEMOCRAT"
"384",5117,0.2265,0.2777,0.1509,0.0173,0.0044,0.0021,0.1242,0,0.8465,"AR",15.7,6.4,24075,17.8,22.9,20.4,21.2,7.4,15.1,0,0.9,25.1,3.1,6.7,1.7,8,21,0,6,0,"REPUBLICAN"
"385",6019,0.0706,0.1154,0.0345,0.5306,0.0047,0.101,0.0449,0.0012,0.2942,"CA",24.1,9.4,23284,24.7,11.7,28.6,13,14.4,70.2,12,7.2,3.8,9.3,8.5,1.7,2,3,18,2,4,"DEMOCRAT"
"386",6113,0.0606,0.0974,0.0299,0.3161,0.0031,0.1387,0.0243,0.0041,0.4668,"CA",19.6,6.5,32598,13.6,11.8,21.4,9.3,7.7,52.9,6.1,14.8,3.9,5.5,7.5,3.8,1,0,21,0,6,"DEMOCRAT"
"387",6041,0.0496,0.0725,0.025,0.1598,0.0017,0.0581,0.0213,0.001,0.7115,"CA",7.6,3.8,69275,6.8,21,20.3,8.9,6.2,28.6,4,13.6,1.2,4.1,4.9,2.9,1,0,21,0,6,"DEMOCRAT"
"388",6083,0.0691,0.107,0.0343,0.4537,0.0036,0.0537,0.0189,9e-04,0.4451,"CA",14.8,6.1,34229,19,14.6,22.3,9.9,8.8,55.1,11,13.6,4.4,10.6,5.6,4.5,2,0,21,0,6,"DEMOCRAT"
"389",5135,0.2177,0.2654,0.1452,0.0228,0.0033,8e-04,0.0072,0,0.9344,"AR",21.6,5,20721,16.4,25.7,21.3,26.6,8.3,6.3,0.1,1.5,14.2,3.2,4.2,1.3,7,21,0,6,0,"REPUBLICAN"
"390",8021,0.0796,0.1312,0.0479,0.5245,0.0089,0.0016,0.0049,0.0033,0.4456,"CO",22.4,11.5,19545,13.4,18,27.1,19.8,8.3,56,2.7,2,18.5,3.7,6.4,0.8,9,12,9,3,3,"REPUBLICAN"
"391",8051,0.0736,0.1142,0.0438,0.0942,0.0091,0.0034,0.004,0.0021,0.8694,"CO",13.2,5.8,30127,2.8,12.4,17.7,7.8,7.7,12.8,0.4,9.4,5.7,2,3,5.4,7,1,20,1,5,"DEMOCRAT"
"392",6095,0.0628,0.0969,0.0312,0.2645,0.0028,0.1499,0.135,0.0089,0.3804,"CA",10.4,7,33700,12,14.7,22.5,12.4,10.2,61.5,4.9,8.6,2.8,5.2,5.1,2.4,2,0,21,0,6,"DEMOCRAT"
"393",6049,0.0923,0.1402,0.0465,0.1449,0.0418,0.0111,0.0153,0.001,0.7769,"CA",16.6,8.1,23235,14.4,25.7,19.4,18.1,5.6,22.1,3.3,1.8,9.7,3.4,4,5.5,6,21,0,6,0,"REPUBLICAN"
"394",8073,0.0945,0.1484,0.0582,0.2254,0.0079,0.0041,0.0809,0.0023,0.6711,"CO",13.4,3,16219,9.7,17.1,20,15.7,5.4,33.9,3.5,3.4,17.1,0.6,4.8,36.1,8,21,0,6,0,"REPUBLICAN"
"395",6105,0.0821,0.1284,0.041,0.073,0.055,0.0165,0.01,0.0022,0.821,"CA",19.7,8.6,25964,9.4,26.3,16.9,21.4,9.2,17.5,0.8,0.9,24.6,2.6,5.5,2.3,8,18,3,5,1,"REPUBLICAN"
"396",8075,0.0945,0.1484,0.0582,0.1675,0.0076,0.0083,0.0083,0.0094,0.762,"CO",15,4.1,25776,10.5,16.8,21.4,13.8,7.3,22.2,3.1,7.7,9.4,2.8,8.5,4.8,7,21,0,6,0,"REPUBLICAN"
"397",8041,0.0784,0.125,0.0465,0.171,0.0035,0.0275,0.0599,0.0035,0.691,"CO",10.9,6.2,32348,6.3,12.1,24.6,12.4,8.9,30.5,1.6,12.5,3.1,2.8,4.3,2.7,2,21,0,6,0,"REPUBLICAN"
"398",5079,0.2237,0.2767,0.1495,0.0393,0.0047,0,0.3052,0,0.642,"AR",18.6,3.5,13636,18.7,14.6,17.3,23.5,7.7,35.7,0.7,0.7,32.9,3.9,8.8,35.2,3,18,3,4,2,"REPUBLICAN"
"399",6075,0.0388,0.0601,0.0192,0.1524,0.0019,0.3407,0.05,0.0034,0.4051,"CA",10.9,4.7,64157,11.5,15.1,13.4,10.3,3.8,59.4,11.6,36.8,0.2,6.4,30.6,2.4,1,0,21,0,6,"DEMOCRAT"
"400",5089,0.2042,0.2445,0.1346,0.023,0.0065,0.0089,0.0049,0,0.941,"AR",20.6,7.9,19710,13.1,27.4,18.5,22.9,5.7,5.7,0,1.1,20.1,1.6,6.4,1.1,9,21,0,6,0,"REPUBLICAN"
"401",6047,0.0796,0.1262,0.039,0.5963,0.0034,0.0724,0.0288,0.0022,0.2765,"CA",22.7,12.7,21634,30.6,10.9,29.8,13.6,14.5,71.8,13.7,3.8,6.2,9.6,7.3,2.2,2,3,18,2,4,"DEMOCRAT"
"402",8043,0.0847,0.1288,0.0517,0.1329,0.0116,0.0066,0.0443,1e-04,0.7909,"CO",15.3,6,21965,9.7,20.9,16.5,18.8,7.3,20.8,1.6,3.4,13.8,1.3,5.5,22.7,4,21,0,6,0,"REPUBLICAN"
"403",6097,0.0611,0.0898,0.0301,0.2673,0.0047,0.0402,0.0148,0.003,0.6323,"CA",10.3,5.1,39929,12,18.2,20.1,12.1,7.3,36.5,5.6,8.9,4.8,5.2,4.9,1.7,2,0,21,0,6,"DEMOCRAT"
"404",8014,0.0581,0.088,0.0346,0.1238,0.0034,0.065,0.0114,0,0.7677,"CO",5,3.6,47016,3.2,12.9,23.7,8.2,5.1,22.9,1.6,23.6,2.7,1.8,3.1,0.4,1,1,14,1,4,"DEMOCRAT"
"405",5133,0.2154,0.2653,0.1429,0.3343,0.0203,0.0044,0.0479,0.0047,0.5728,"AR",21,5.2,20627,25.7,14.1,28.7,13.8,7.7,42.2,9.1,0.3,23.9,7.6,4.3,0.7,6,21,0,6,0,"REPUBLICAN"
"406",6003,0.0779,0.1146,0.0387,0.1251,0.3022,0.0096,0.0087,0,0.5303,"CA",19.8,17.8,29041,11.1,25.6,20.9,20.7,4.7,40.8,0.5,23.9,1.9,2.3,6,3.1,8,1,20,1,5,"DEMOCRAT"
"407",6067,0.0687,0.1066,0.0337,0.2318,0.0036,0.1544,0.0949,0.0112,0.4472,"CA",15.8,7.4,31311,12.6,13.4,24,12.1,10.2,54.8,6.6,13.1,2.3,4.9,7,1.6,1,0,21,0,6,"DEMOCRAT"
"408",5119,0.1775,0.2251,0.1126,0.0615,0.0024,0.022,0.3667,3e-04,0.5227,"AR",17,5.2,31359,9.6,14.5,23.5,15.5,11.7,47.3,1.7,14,4.8,1.9,7.3,1.6,2,0,21,0,6,"DEMOCRAT"
"409",8083,0.0736,0.1142,0.0438,0.1252,0.1205,0.0075,0.0024,7e-04,0.7243,"CO",16.1,5.1,25161,10.5,20.7,22.4,17.3,7.4,27.3,0.6,1.9,18.9,3,2.4,1,6,21,0,6,0,"REPUBLICAN"
"410",5143,0.2044,0.2521,0.1334,0.1678,0.0078,0.0241,0.0358,0.0227,0.7089,"AR",16.8,4.4,27823,15,11.1,24.8,10.3,9.1,28.6,3.7,15.7,5.3,3.4,6,3.5,2,21,0,6,0,"REPUBLICAN"
"411",6111,0.0612,0.0918,0.0298,0.4268,0.0024,0.0717,0.0169,0.0017,0.4542,"CA",9.6,5.9,36891,15.6,14.6,23.5,10.9,7.7,54.2,9.7,10.8,3.8,6.6,4.2,1.5,2,3,18,2,4,"DEMOCRAT"
"412",6057,0.0726,0.107,0.0363,0.0944,0.0042,0.0105,0.0048,0.0012,0.8516,"CA",11.4,6.4,37145,5.8,25.4,17.3,14.9,6.1,14.8,1.1,3.8,6.4,2,4.1,1.2,4,7,14,3,3,"DEMOCRAT"
"413",8005,0.0681,0.1073,0.0408,0.1923,0.0038,0.0594,0.1049,0.0022,0.6028,"CO",9,4.4,38972,7.6,12.3,24.1,9,8.7,39.3,4.1,23.4,1,2.9,5,0.9,1,3,18,2,4,"DEMOCRAT"
"414",5095,0.2279,0.2857,0.152,0.0064,0.003,0.0043,0.4298,0,0.5416,"AR",28.1,6.8,22274,22.9,22.4,20.4,23.6,12.4,45.8,0.1,1.5,11.6,1.8,12.8,1,7,18,3,4,2,"REPUBLICAN"
"415",6033,0.0859,0.1315,0.0422,0.206,0.03,0.0107,0.0207,7e-04,0.705,"CA",21,9.8,25404,14.8,21.7,20.7,20.1,9.3,28.9,3.5,2.8,22.9,3.2,6.9,1.6,4,0,21,0,6,"DEMOCRAT"
"416",8091,0.0768,0.1187,0.0474,0.0202,0.0033,0.0073,0.0031,6e-04,0.957,"CO",9.9,4.9,36138,1.6,27.2,14.6,13.2,4.9,6.8,0.7,1.2,9.9,1.4,2.6,0,9,3,18,2,4,"DEMOCRAT"
"417",8027,0.0847,0.1288,0.0517,0.0921,0.0092,0,0.0289,0,0.8515,"CO",15.3,6.5,26976,7,36.3,17.2,18.4,3,15,1.1,1,6,2.6,2.3,0.3,8,21,0,6,0,"REPUBLICAN"
"418",8057,0.0652,0.0995,0.0382,0.1745,0,0,0,0,0.8216,"CO",15.7,2.2,25467,12.4,22.2,19.1,6.7,2.4,20,1.7,0,16,0.7,1.6,0.8,9,21,0,6,0,"REPUBLICAN"
"419",6081,0.0428,0.0638,0.0215,0.244,0.0015,0.2831,0.0218,0.0132,0.3924,"CA",7,4.1,57375,10.8,15.4,21.1,8.5,5.7,60.4,7.5,20.2,1.1,7.8,5.4,1.3,1,0,21,0,6,"DEMOCRAT"
"420",8003,0.0796,0.1312,0.0479,0.4677,0.0191,0.0097,0.0049,0.0037,0.4763,"CO",23.7,9.3,21328,13.5,12.8,23.9,18.4,6.3,51.7,4.2,6.5,16,3.2,8.2,6.6,7,9,12,3,3,"REPUBLICAN"
"421",5103,0.1967,0.2479,0.1296,0.0234,8e-04,8e-04,0.414,0,0.5513,"AR",24.1,7.2,21520,14.4,19.1,22.6,19.2,11.6,44.7,0.2,1.2,13.4,2.9,9.7,1.6,7,20,1,5,1,"REPUBLICAN"
"422",8067,0.0736,0.1142,0.0438,0.1278,0.0554,0.007,0.0044,1e-04,0.7855,"CO",8.7,4.1,37864,5,15.7,19.2,8.9,4.9,21.3,0.5,8.3,13.3,2.4,2.6,3.4,4,1,20,1,5,"DEMOCRAT"
"423",6009,0.0779,0.1146,0.0387,0.1206,0.004,0.015,0.0069,4e-04,0.8094,"CA",11.7,6.1,32494,9.6,27,17.2,21.4,6.5,18.4,0.7,1.2,7.4,2,2.5,1.1,6,21,0,6,0,"REPUBLICAN"
"424",8077,0.0869,0.136,0.053,0.1454,0.0067,0.0093,0.0059,0.0011,0.8138,"CO",15.7,7.8,28518,9.9,17.9,22,14.6,9.1,18.5,1.1,5.4,10.3,2.3,4.7,2.3,3,21,0,6,0,"REPUBLICAN"
"425",6073,0.0617,0.0952,0.0301,0.337,0.0038,0.1163,0.0471,0.0038,0.4556,"CA",12.5,6.4,36156,12.9,13.3,22,9.8,8.3,54.1,7,21.2,3.5,6.7,5.5,2.7,1,3,18,2,4,"DEMOCRAT"
"426",8065,0.0847,0.1288,0.0517,0.3236,0.0129,0.0084,0.0012,4e-04,0.6384,"CO",16.5,5.5,28062,14.5,11.7,16.7,11.9,7.4,34.1,4.1,6.4,13.8,2.5,4.1,1.9,6,0,21,0,6,"DEMOCRAT"
"427",8019,0.0494,0.0717,0.0298,0.0697,0.0011,0.0096,0.0108,0.0015,0.887,"CO",5.5,1.9,40655,1.7,18.9,15.7,9.7,6.3,10.8,1,5.1,6.4,1.5,2.5,1.3,1,1,20,1,5,"DEMOCRAT"
"428",5081,0.2112,0.2589,0.1377,0.0153,0.0104,0.0034,0.2195,0,0.7289,"AR",15.8,10.8,26216,11.8,20.4,22.1,21.6,8.3,26.9,0.1,2,20.7,0.9,8.3,1.3,3,18,3,4,2,"REPUBLICAN"
"429",5141,0.2177,0.2654,0.1452,0.0312,0.0061,0.0022,0.0047,0.0013,0.9347,"AR",18.8,7.2,21622,14.2,25.3,20.1,23.9,7.8,6.4,0.1,5.2,24.1,2.4,5.8,1.2,8,21,0,6,0,"REPUBLICAN"
"430",5145,0.2265,0.2777,0.1509,0.0434,0.0058,0.0074,0.0423,0,0.8807,"AR",17,5.8,23747,14.6,15.8,23.6,16.1,8.8,11.8,1,5.5,18.3,1.6,6.1,4.9,4,21,0,6,0,"REPUBLICAN"
"431",6017,0.0629,0.0916,0.0312,0.1283,0.0055,0.045,0.0076,0.0025,0.7782,"CA",8.9,6.2,40382,6.9,19.7,20.4,13.3,5.5,21.8,1.7,4.8,5.5,2.2,4.1,1,1,21,0,6,0,"REPUBLICAN"
"432",6055,0.0565,0.0845,0.028,0.3405,0.0029,0.0802,0.0199,0.002,0.5243,"CA",8.1,5,42677,14.9,18,21.3,11.8,7,47.2,8.4,8.9,6.4,6.3,5,2.9,3,0,21,0,6,"DEMOCRAT"
"433",5111,0.2279,0.2857,0.152,0.0304,9e-04,5e-04,0.0457,0,0.8681,"AR",21.8,5.9,19413,19.4,17.5,23.8,21.8,12,12.9,0.3,0.9,12.2,4.8,7,1.5,3,18,3,4,2,"REPUBLICAN"
"434",5121,0.2134,0.2631,0.1391,0.0207,0.0064,0.0012,0.0109,0.0032,0.939,"AR",18.3,4.2,21338,17.3,19.8,22.9,21.6,11.2,5.5,0.6,0.7,14.1,2.8,5.9,2,7,18,3,4,2,"REPUBLICAN"
"435",6015,0.0923,0.1402,0.0465,0.1975,0.0707,0.0314,0.0327,0.0016,0.6193,"CA",22.5,8.3,22832,19,16.7,21.7,21,8.8,37.4,1.7,3.2,19.4,4.7,9.6,11.3,7,21,0,6,0,"REPUBLICAN"
"436",6045,0.0859,0.1315,0.0422,0.2511,0.0337,0.0203,0.0072,0.0019,0.6519,"CA",18.5,9.2,27395,13.1,20.4,21.6,16.8,9.6,34.4,5.4,4,9.8,5.1,6.3,2.6,4,0,21,0,6,"DEMOCRAT"
"437",8045,0.0832,0.1289,0.0501,0.2843,0.0039,0.009,0.0048,4e-04,0.6814,"CO",8.1,4.3,32491,12.2,12,25.7,8.2,7.2,31.5,5.1,7.1,10.1,5.8,2.8,1.6,5,15,6,5,1,"DEMOCRAT"
"438",5131,0.2068,0.2529,0.1342,0.1422,0.0103,0.0448,0.0671,1e-04,0.6956,"AR",20.3,4.9,25084,16.8,15.2,24.2,18.8,10,30,3.4,9.3,4.2,3.5,6.7,1.5,2,21,0,6,0,"REPUBLICAN"
"439",6069,0.0772,0.1214,0.0381,0.5976,0.0031,0.0291,0.0075,6e-04,0.3429,"CA",9.2,7.4,31475,20.1,12.1,26.3,9.4,11,65,9.3,3.3,4.6,8.3,2.4,0.5,1,0,21,0,6,"DEMOCRAT"
"440",5101,0.2042,0.2445,0.1346,0.0042,0.0251,0.0065,3e-04,0.0077,0.9389,"AR",14.2,2,18907,17.4,24.6,19.8,22.6,4.1,5.9,0,1.2,14,2,4,0.9,9,21,0,6,0,"REPUBLICAN"
"441",6035,0.0923,0.1402,0.0465,0.1896,0.0274,0.0139,0.0848,0.008,0.6543,"CA",13.8,6.1,21897,17.2,13.3,15.8,16.8,7.1,34.2,1.7,3.3,13,1.3,5.9,32.3,7,21,0,6,0,"REPUBLICAN"
"442",8097,0.0652,0.0995,0.0382,0.1009,0,0.0221,0.0092,0,0.8533,"CO",7.2,4.3,56180,3.7,17.2,16,3.8,8.1,14.5,0.8,25.6,4.2,1.4,5.5,0.7,7,0,21,0,6,"DEMOCRAT"
"443",6025,0.0748,0.1236,0.036,0.8421,0.0061,0.0131,0.0215,0.0013,0.1064,"CA",24.2,15.3,17590,31,12.5,28.7,14.4,12.3,89,20.7,6,10.6,10.5,7.4,5.4,3,0,21,0,6,"DEMOCRAT"
"444",6099,0.078,0.123,0.038,0.4626,0.0046,0.0539,0.0282,0.0067,0.4186,"CA",16.1,10.5,25101,21.7,12.6,27.2,13.2,11.6,57.4,9.7,6.7,4.3,6.7,6.4,1,2,3,18,2,4,"DEMOCRAT"
"445",8035,0.0591,0.0863,0.0358,0.0869,0.0025,0.0473,0.0133,7e-04,0.8223,"CO",3.5,3,51017,2,10.9,27.2,6.6,6.4,17.2,0.7,10.9,0.4,1.1,2,0.2,1,21,0,6,0,"REPUBLICAN"
"446",6089,0.0805,0.1202,0.0396,0.1003,0.0218,0.0321,0.0113,0.0014,0.798,"CA",17.1,6.2,27983,9.2,19.9,21.6,17.8,8.6,19.8,1.2,4.5,11.9,3.3,6.8,1.8,3,21,0,6,0,"REPUBLICAN"
"447",6079,0.0674,0.1022,0.0336,0.2252,0.0054,0.0353,0.0174,9e-04,0.6889,"CA",13.3,4.6,35832,9.1,18.7,17.9,11.5,6.6,30.9,3.4,6.1,8,3.3,4.3,5.8,2,3,18,2,4,"DEMOCRAT"
"448",5091,0.2112,0.2589,0.1377,0.0333,0.0069,0.004,0.2464,4e-04,0.6847,"AR",21.2,8.1,22938,14,16,23.8,19.3,12.6,31,0.1,8.2,13.3,3.6,7.9,3.1,3,21,0,6,0,"REPUBLICAN"
"449",6005,0.0779,0.1146,0.0387,0.139,0.0065,0.0124,0.0221,0.0014,0.7816,"CA",9.7,8.6,30100,9.7,26.3,15.4,18.5,5.8,21.3,1.1,3,7.2,2.8,5.5,9.7,6,21,0,6,0,"REPUBLICAN"
"450",8007,0.0736,0.1142,0.0438,0.1837,0.0113,0.0095,0.014,0.0011,0.7633,"CO",10.7,5.8,31035,8,24.5,17.1,14.5,3.4,23.4,1,3.3,11.4,4,1.1,1.3,7,21,0,6,0,"REPUBLICAN"
"451",8015,0.0847,0.1288,0.0517,0.1004,0.004,0.0142,0.0169,0,0.8493,"CO",10.1,2.8,29365,7.1,24.4,15.5,16.9,6.2,15.1,0.6,2.6,9.8,1,6.1,6.9,7,11,10,4,2,"DEMOCRAT"
"452",8089,0.0796,0.1312,0.0479,0.4189,0.0038,0.0087,0.0062,7e-04,0.5312,"CO",24.7,8.4,20109,14.6,19.7,23.4,21,11.8,46.2,2.5,5.1,6.5,1.4,8.3,2.6,6,21,0,6,0,"REPUBLICAN"
"453",6109,0.0779,0.1146,0.0387,0.1224,0.0141,0.0135,0.0175,0.0023,0.8019,"CA",13.3,6.8,33685,9.6,24.8,16.7,19,5.2,19.6,0.8,2.3,9.3,3.1,4.7,6.4,4,21,0,6,0,"REPUBLICAN"
"454",6059,0.0537,0.0818,0.0264,0.3405,0.0019,0.2029,0.0162,0.0028,0.4059,"CA",11.5,5.1,39590,14.9,13.9,22.5,8.6,7.4,59,10.2,18.9,2.8,8.9,4.4,1.4,1,10,11,4,2,"DEMOCRAT"
"455",8025,0.0945,0.1484,0.0582,0.3186,0.0115,0.0054,0.0353,0,0.6152,"CO",28.4,16.1,14988,15.2,12.9,12.7,21.6,9,37.5,2.6,1.6,17.9,2.9,5.4,21,8,21,0,6,0,"REPUBLICAN"
"456",8069,0.0684,0.1065,0.0407,0.1151,0.005,0.0216,0.0093,8e-04,0.8259,"CO",12,5,35390,4.2,14.7,20.1,9.8,6.2,17.2,1.2,11.6,3.8,1.4,4.1,2.8,2,3,18,2,4,"DEMOCRAT"
"457",8079,0.0796,0.1312,0.0479,0.0959,0,0.0049,0.0097,0,0.8641,"CO",12,1.6,35229,3.2,30.4,9.5,17.3,5.1,13.2,0.2,0.3,6.3,0.5,1.6,2.4,9,21,0,6,0,"REPUBLICAN"
"458",5083,0.2154,0.2653,0.1429,0.0298,0.0084,0.0219,0.0138,0,0.9044,"AR",21.1,8.8,22221,14.9,19.2,22.2,21,10.6,9.4,0.8,1.2,13,2.7,4.7,2.8,6,21,0,6,0,"REPUBLICAN"
"459",6087,0.0602,0.0906,0.0299,0.3357,0.0015,0.0456,0.0091,7e-04,0.5727,"CA",14.3,6.3,39001,13.6,15,19.6,11.1,7.1,42.5,7.8,8.6,5.7,7.3,5.5,4.6,2,0,21,0,6,"DEMOCRAT"
"460",5147,0.2265,0.2777,0.1509,0.0046,0,0.009,0.2815,0,0.6939,"AR",25,8.9,21276,20,22.3,21.7,24.3,9.7,30.6,0,2.3,13.5,0.8,10.7,1.8,9,11,10,2,4,"REPUBLICAN"
"461",8033,0.0736,0.1142,0.0438,0.0705,0.0167,0,0,0,0.8977,"CO",13.6,1,24505,8.2,25.6,19.3,22.3,7.4,9.1,0,0,18.7,1.8,1.6,0,9,21,0,6,0,"REPUBLICAN"
"462",8055,0.0847,0.1288,0.0517,0.3429,0.0057,0,0.0015,0,0.6113,"CO",16,4.1,25636,8.5,30.9,16.1,23.8,6.5,36.4,1,1.3,10.8,2.4,8.7,2.8,6,13,8,3,3,"REPUBLICAN"
"463",8099,0.0796,0.1312,0.0479,0.3804,0.0039,0.0058,0.0079,0,0.5889,"CO",19,7.6,21612,17.9,17.1,25.1,18,10.7,40.5,4.2,1.8,12.8,3.8,5.6,3.1,7,21,0,6,0,"REPUBLICAN"
"464",6023,0.0821,0.125,0.0402,0.1157,0.0461,0.03,0.0098,0.0032,0.7435,"CA",20.3,8,26747,9.7,16.7,19.3,16.3,9.4,25.4,1.9,4.2,8.9,3.8,7.6,3,5,0,21,0,6,"DEMOCRAT"
"465",6053,0.0677,0.1061,0.0333,0.5867,0.0019,0.0539,0.0248,0.0046,0.2993,"CA",14.1,5.4,28836,28.7,12.8,26.3,8.9,10.3,69.7,18.8,10.3,4.7,13.7,4.7,4.1,2,0,21,0,6,"DEMOCRAT"
"466",5113,0.2154,0.2653,0.1429,0.0659,0.0135,0.0028,0.0047,0,0.876,"AR",24.5,9,20176,15.4,22.2,23.3,22.5,8.2,12.3,1.1,2.2,20,4.7,6.5,0.6,7,21,0,6,0,"REPUBLICAN"
"467",8001,0.0777,0.1233,0.0465,0.4003,0.0045,0.0387,0.032,0.0011,0.5002,"CO",11.5,4.4,28897,17,9.9,27.2,10.5,10.9,49.4,6.6,15.7,6.4,5.4,4.7,0.8,1,0,21,0,6,"DEMOCRAT"
"468",6027,0.0779,0.1146,0.0387,0.2236,0.1017,0.0181,0.0078,0.0019,0.6215,"CA",10.2,5.2,31540,11.2,22.9,20.1,14.1,6.5,37,2.7,3.9,21.8,1.9,6.8,3.6,7,15,6,5,1,"DEMOCRAT"
"469",6061,0.0581,0.0843,0.0289,0.14,0.0036,0.0741,0.0165,0.0015,0.7266,"CA",8,4.9,41508,5.4,18.7,22.6,10.7,6.2,26.8,1.8,7.2,2.8,2.1,3.8,1.1,1,21,0,6,0,"REPUBLICAN"
"470",5109,0.2112,0.2589,0.1377,0.0651,0.0052,0.0043,0.0408,0,0.8737,"AR",16.6,4.5,21919,15.2,20.1,21.7,27.3,8.5,12.5,1.7,0.8,20.6,2.8,5,1.7,9,21,0,6,0,"REPUBLICAN"
"471",8063,0.0945,0.1484,0.0582,0.1908,0.0039,0.0019,0.025,0.0026,0.7696,"CO",10.1,4.9,27471,11.5,18,23.5,14.1,9.7,23.4,3.9,2.9,13.3,0.7,4.3,8.4,7,21,0,6,0,"REPUBLICAN"
"472",5139,0.1967,0.2479,0.1296,0.04,0.0074,0.0065,0.3266,0,0.6052,"AR",20.1,7.3,24522,15.2,16.9,24.1,16.9,10.6,39.1,0.8,1.2,21.7,5,4.8,1.2,7,21,0,6,0,"REPUBLICAN"
"473",5099,0.2112,0.2589,0.1377,2e-04,0.0016,4e-04,0.3453,2e-04,0.6281,"AR",27.7,5.6,18618,13.2,19.9,22.7,22.2,12,36.9,0,1.1,26.6,5.5,6.1,2.2,7,20,1,5,1,"REPUBLICAN"
"474",6071,0.074,0.1174,0.0361,0.5332,0.0036,0.0699,0.0788,0.0029,0.2853,"CA",17.3,8.8,23956,20.5,10.9,26.8,10.9,12.2,70.8,8.1,9,5.6,9,5.1,2.7,1,3,18,2,4,"DEMOCRAT"
"475",8095,0.0945,0.1484,0.0582,0.2394,0,0.0051,0.0012,0,0.7408,"CO",6.7,1.7,29236,11.8,18.4,25.7,11.6,4.1,24.3,5.8,1.5,8,4.1,4.2,1.8,9,21,0,6,0,"REPUBLICAN"
"476",6013,0.0543,0.0825,0.027,0.2559,0.002,0.1648,0.084,0.0046,0.4383,"CA",9.1,6.1,45524,10.6,15,23.1,11.2,8.1,55.6,6.5,12.4,1.7,4.8,5.5,0.9,1,0,21,0,6,"DEMOCRAT"
"477",8009,0.0796,0.1312,0.0479,0.1095,0.016,0,0.0095,8e-04,0.8484,"CO",19.2,2.5,23862,15.2,25.9,20.7,21.1,6.3,14.7,2.6,1.5,11.4,1.5,6.1,2.7,9,21,0,6,0,"REPUBLICAN"
"478",6101,0.0821,0.1288,0.041,0.3095,0.0065,0.1552,0.0175,0.0039,0.4621,"CA",16,9.7,26070,22,14.8,26.2,13.8,11.2,53.3,10.7,8.4,5.9,6.4,6,1.1,3,21,0,6,0,"REPUBLICAN"
"479",8017,0.0945,0.1484,0.0582,0.1708,0,0.0217,0.001,0.002,0.7779,"CO",11.5,7.5,25234,9.9,12,33.9,13.1,4.7,22.6,1.6,0.6,13.1,0.8,2.2,2,9,21,0,6,0,"REPUBLICAN"
"480",6007,0.079,0.1214,0.0392,0.1635,0.0075,0.0445,0.0148,0.0021,0.7198,"CA",20.1,8.7,27537,10.7,17.7,20.1,17,7.9,27.6,2.5,7.5,13,3.2,7.2,2.7,3,12,9,4,2,"DEMOCRAT"
"481",5129,0.2042,0.2445,0.1346,0.0242,0.0176,0.007,0.0061,0,0.9313,"AR",21.1,3,20709,15.5,24.8,20.1,22.7,4.5,6.7,0.3,1.2,18.5,1,7.2,1.1,9,21,0,6,0,"REPUBLICAN"
"482",6037,0.0602,0.0959,0.0291,0.4849,0.0021,0.1443,0.0784,0.0024,0.262,"CA",16,6.8,32469,21.3,12.9,22.2,9.9,9.4,73.7,13.7,26.8,1.6,11.4,9,1.8,1,0,21,0,6,"DEMOCRAT"
"483",8037,0.0652,0.0995,0.0382,0.2959,0.002,0.0065,0.0112,6e-04,0.672,"CO",7,2.2,41064,10.7,10.1,22.3,4.3,5.7,32.8,6.8,26.3,5.4,4.3,1.7,0.2,5,1,20,1,5,"DEMOCRAT"
"484",8087,0.0945,0.1484,0.0582,0.3614,0.0019,0.0053,0.0364,0.0018,0.5819,"CO",10,4.4,24189,19.9,15.3,26.3,11.7,11.7,41.3,8.1,7.5,12,4.3,4.5,1.4,6,21,0,6,0,"REPUBLICAN"
