"","FIPS","E.Hesitant","E.Hesitant/Unsure","E.V.Hesitant","Hispanic","Native","Asian","Black","Hawaiian.Pacific","White","State","Pov","Unemp","Income","NoHSDP","Age65","Age17","Disab","SNGPNT","MINRTY","LIMENG","MUnit","Mobile","Crowd","NoVeh","GroupQ","RUCC","R.Years","D.Years","R.Cycles","D.Cycles","2020"
"2737",48275,0.1278,0.1901,0.086,0.3433,0,0.0108,0.047,0,0.5822,"TX",14.7,5.5,21796,19.5,18.3,27.4,21.6,8.9,41.3,5,0,3.3,3.2,3.5,4,9,21,0,6,0,"REPUBLICAN"
"2738",48231,0.1122,0.1653,0.0743,0.1635,0.0101,0.0124,0.0781,5e-04,0.7162,"TX",17.5,5.5,25077,15,15.8,24,15.8,8.3,27.8,2.1,5.4,17.5,4.5,6,3,1,21,0,6,0,"REPUBLICAN"
"2739",51023,0.0574,0.1126,0.0394,0.017,0.0015,0.0067,0.0296,0,0.9288,"VA",8,3.9,33983,7.4,21.2,19.8,15,4.9,7.1,0.6,2.3,9.9,0.6,3.7,1,2,21,0,6,0,"REPUBLICAN"
"2740",49035,0.1023,0.136,0.0623,0.1835,0.0061,0.0403,0.018,0.0141,0.7105,"UT",9.8,3.8,31648,9.6,10.3,27.8,9.4,8,28.5,3.6,16.7,1.9,3.5,5.2,1.2,1,7,14,3,3,"DEMOCRAT"
"2741",50015,0.0417,0.0939,0.0224,0.018,0.0083,0.0081,0.0087,0,0.9452,"VT",14.5,4.1,33247,7.4,16.1,20.8,12,8.6,5.3,0.1,2.7,8.6,2.3,4.6,2.6,8,0,21,0,6,"DEMOCRAT"
"2742",48361,0.1338,0.1949,0.0899,0.0768,0.0029,0.0117,0.0869,0,0.8066,"TX",13.8,5.5,28826,11.7,15.4,24.8,16.9,9.9,19,0.8,4,16.9,2.9,5.8,0.9,2,21,0,6,0,"REPUBLICAN"
"2743",51031,0.0668,0.1405,0.0457,0.0252,0.0019,0.0088,0.1399,2e-04,0.7957,"VA",11.8,3.7,27842,14,19.1,20,15.5,7.7,20,0.6,2.5,17.3,0.8,5.4,0.9,2,21,0,6,0,"REPUBLICAN"
"2744",50025,0.0383,0.0864,0.0207,0.0233,0.0027,0.0101,0.0109,3e-04,0.9309,"VT",13.4,5.4,31563,6.6,21,18.4,16.4,8,6.8,0.2,4.6,6,1.8,6.8,4.2,7,0,21,0,6,"DEMOCRAT"
"2745",49019,0.1299,0.1766,0.0799,0.1031,0.0351,0.0161,0.0032,0.0056,0.8238,"UT",8.4,5.5,24593,9.2,16.6,20.8,12.6,10.7,17.5,3.1,7.3,20.6,6.9,4.4,1,7,12,9,4,2,"DEMOCRAT"
"2746",48455,0.1365,0.206,0.093,0.0999,0.0012,3e-04,0.0995,0,0.7837,"TX",16.1,8.4,22265,16.6,26.6,20.2,28.1,6.3,21.4,2,0.7,31.1,3.1,6.1,0.9,7,21,0,6,0,"REPUBLICAN"
"2747",48497,0.1293,0.1898,0.087,0.1934,0.0036,0.0051,0.0127,0.0018,0.7675,"TX",12.5,5.1,28781,14.9,14.7,25,17.1,8.4,22.9,2.8,1.7,27.3,3.4,3.2,1.5,1,21,0,6,0,"REPUBLICAN"
"2748",48399,0.1278,0.1901,0.086,0.3416,0.0013,0.0011,0.0301,0,0.6147,"TX",14.2,2.7,23042,21.5,20.6,24.1,14.3,9.7,38.2,1.1,0.3,7.1,1.7,4.1,2.1,6,21,0,6,0,"REPUBLICAN"
"2749",49045,0.1223,0.1607,0.0753,0.1236,0.0057,0.0077,0.0042,0.0062,0.8313,"UT",6.7,6.3,25076,9,8.9,33.6,10.8,9.3,16.6,1.4,3.6,6.5,2.2,4.7,0.6,1,21,0,6,0,"REPUBLICAN"
"2750",50017,0.0383,0.0864,0.0207,0.0134,0.0036,0.0023,0.0069,0.001,0.9557,"VT",10.8,4.5,30836,8.2,19.6,18.8,16.9,7.5,4.5,0.2,1.6,10.9,2.2,4.9,2.4,9,1,20,1,5,"DEMOCRAT"
"2751",49001,0.1175,0.1595,0.0726,0.1197,0.0097,0.0029,0,0,0.8433,"UT",8.2,4.2,22558,9.7,14.2,32.1,12.7,6.8,12.9,2.7,1.1,5.8,5.6,2.2,1,7,21,0,6,0,"REPUBLICAN"
"2752",51041,0.0543,0.1091,0.0367,0.0883,0.0027,0.0343,0.2274,4e-04,0.6179,"VA",7.1,4.9,36641,7.9,13.9,24.1,10.5,9.2,37.7,2.4,8.1,1.3,1.4,3,1.1,1,15,6,5,1,"DEMOCRAT"
"2753",48463,0.107,0.1724,0.0705,0.7172,0.0022,0.0094,0.0033,0,0.2616,"TX",17,5.6,19092,27.6,16.8,27.3,14.8,11.1,73.3,8.2,2.9,17.7,4.1,6.5,1.8,6,21,0,6,0,"REPUBLICAN"
"2754",51011,0.0609,0.1191,0.0417,0.0166,3e-04,8e-04,0.197,0,0.7673,"VA",13.5,3.8,26890,15.9,19.9,21.5,16.8,8.8,23.3,0.3,1.6,21.1,1.3,5,0.5,2,21,0,6,0,"REPUBLICAN"
"2755",49011,0.101,0.133,0.0611,0.0967,0.0034,0.0174,0.0126,0.0067,0.8383,"UT",5.5,3.2,29703,4.5,9.6,32.8,9.3,6.9,15.8,0.9,7.8,2.8,2.1,3,0.7,2,21,0,6,0,"REPUBLICAN"
"2756",51013,0.0359,0.0722,0.0239,0.1558,0.0024,0.102,0.0888,9e-04,0.6149,"VA",7.2,2.9,69051,5.9,10.1,17.6,5.9,4.2,38.2,3.6,53.4,0.1,3,12.6,1.4,1,0,21,0,6,"DEMOCRAT"
"2757",50007,0.0387,0.0878,0.0208,0.0234,0.0021,0.04,0.0259,5e-04,0.8851,"VT",11.8,3.7,37507,5.9,14.1,18.2,11.6,6.8,11.2,1.4,12.5,4.5,1.6,7.3,6.1,3,0,21,0,6,"DEMOCRAT"
"2758",48343,0.1283,0.1937,0.0866,0.0986,0.0031,0.0016,0.2309,6e-04,0.644,"TX",16.3,8.5,23438,11.6,21.2,22.9,19.3,6.6,35.2,1.2,1.2,10.4,3.5,6.2,1.2,6,20,1,5,1,"REPUBLICAN"
"2759",48489,0.0992,0.1603,0.0642,0.8819,0,0,0.0055,0,0.1124,"TX",33,15.5,14207,34.1,13.4,24.4,16.6,14.1,88.9,11.2,1.8,9.7,9.2,5.9,6.9,6,0,21,0,6,"DEMOCRAT"
"2760",48353,0.1278,0.1901,0.086,0.3768,0.0017,0.0029,0.0556,0,0.5553,"TX",15.1,7.2,25820,18.9,17.7,26,18.7,6.7,43.7,3.2,4.3,9.8,4.8,8.1,1.9,6,21,0,6,0,"REPUBLICAN"
"2761",48461,0.1235,0.1873,0.0822,0.5373,0.0057,0.0071,0.0585,0,0.3914,"TX",19.2,1.8,26183,21.8,15,29.1,8.6,9.3,58,8.2,0.5,11.6,3.1,6,1.7,8,21,0,6,0,"REPUBLICAN"
"2762",50009,0.0417,0.0939,0.0224,0.0139,0.0032,0.0048,0.0098,0,0.9535,"VT",14.6,4.5,24163,14.2,24.6,17.9,19,7.3,4.6,0.5,0.5,9.2,0.9,4.6,0.5,9,14,7,4,2,"REPUBLICAN"
"2763",49003,0.1223,0.1607,0.0753,0.0944,0.0098,0.0078,0.0058,0.0011,0.8699,"UT",9.3,4.2,23998,6.8,12.5,32.2,12.7,6,12.9,1.2,3.3,3.2,1.8,4.5,0.8,2,21,0,6,0,"REPUBLICAN"
"2764",49037,0.1299,0.1766,0.0799,0.0569,0.4706,0.005,0.0015,0.0028,0.4382,"UT",26.6,8.3,18128,16.2,13.1,31.8,16.4,11.1,56.4,4.6,1.2,18.9,8.4,7.2,2.6,7,21,0,6,0,"REPUBLICAN"
"2765",48397,0.1122,0.1653,0.0743,0.1764,0.003,0.0266,0.0622,5e-04,0.7083,"TX",5.7,4.3,39295,7.9,11.8,27.5,8.6,6.6,28.4,2.1,4.5,4.9,2,2.7,0.7,1,21,0,6,0,"REPUBLICAN"
"2766",48481,0.1114,0.1704,0.0738,0.4139,6e-04,0.0034,0.1352,0,0.4446,"TX",17.5,5.2,26281,21.7,16.3,26,14.3,11.3,55.1,6,4.3,12.6,5.4,6,1.4,4,21,0,6,0,"REPUBLICAN"
"2767",48341,0.1241,0.1883,0.0824,0.5606,0.0038,0.0684,0.0321,0,0.3246,"TX",15.4,4.9,21650,33.3,10.4,31.7,10.3,6.8,67.1,13.4,2.4,17.3,7.1,4.6,0.8,7,21,0,6,0,"REPUBLICAN"
"2768",49009,0.1299,0.1766,0.0799,0.0212,0.0033,0,0.0016,0,0.9739,"UT",4.7,1.2,27698,3.8,16.3,20.8,8.9,1.4,5.7,0.9,0,46.8,1.4,4.8,21.6,9,21,0,6,0,"REPUBLICAN"
"2769",50005,0.0417,0.0939,0.0224,0.016,0.003,0.0041,0.0079,0,0.9484,"VT",12.3,3.7,28085,9.1,19.3,19.7,18.5,6.5,5.1,0.4,3.1,10,1.2,7.1,3.9,7,1,20,1,5,"DEMOCRAT"
"2770",48351,0.1428,0.2169,0.0983,0.0362,0.0033,0.0055,0.2029,0,0.7347,"TX",20.6,8,21144,16.3,19.6,20.5,21.9,8.8,26.5,0.3,0.2,31.1,2,5.5,1.2,2,20,1,5,1,"REPUBLICAN"
"2771",48425,0.1134,0.1689,0.0762,0.1858,0,0.0027,0.0119,0.0077,0.7912,"TX",24.7,1.9,26523,12.2,18,23,11.9,14.6,21,0.4,1,22.7,9.6,1.6,3.6,1,21,0,6,0,"REPUBLICAN"
"2772",48445,0.1143,0.1758,0.0766,0.55,0.0012,0,0.0461,0,0.3949,"TX",15.7,10.2,20127,31.6,15.2,27.4,17.4,10.7,59.8,7.5,3.4,11.1,5.1,6.6,8.6,6,21,0,6,0,"REPUBLICAN"
"2773",49053,0.1031,0.1361,0.0637,0.1047,0.0117,0.0079,0.0065,0.0079,0.8431,"UT",12.4,4.4,26601,7.5,20.4,27.2,13,6.8,15.4,1.5,4.5,6.2,5,3.9,1.3,3,21,0,6,0,"REPUBLICAN"
"2774",51021,0.0717,0.1436,0.0495,0.0127,0,0.0016,0.0373,0,0.9386,"VA",8.4,7.1,24275,8.5,21.8,16.3,18.5,6,3.7,0.1,2.8,27.3,1.8,3.9,11.4,8,21,0,6,0,"REPUBLICAN"
"2775",49017,0.1175,0.1595,0.0726,0.0612,0.0454,8e-04,6e-04,0.0014,0.8876,"UT",17.8,3.9,24055,8,20.6,24,14.3,7,10.9,1.2,1.1,12.1,2.5,2.3,5.1,9,21,0,6,0,"REPUBLICAN"
"2776",48471,0.1365,0.206,0.093,0.1794,0.0044,0.0126,0.2303,1e-04,0.564,"TX",24.1,3.4,17789,14.9,12.2,15.2,8.6,6.9,43.4,3,14.2,21.3,3.1,4.5,25.3,4,21,0,6,0,"REPUBLICAN"
"2777",49027,0.1175,0.1595,0.0726,0.1293,0.0111,0.0115,0.0016,0.0012,0.83,"UT",11.4,3.2,25847,11.3,16.1,31.1,11.5,6.6,17,3,2.9,7.7,3.2,3.8,1.6,7,21,0,6,0,"REPUBLICAN"
"2778",48359,0.1241,0.1883,0.0824,0.1523,0,0.0186,0.0306,0,0.7713,"TX",12,3.6,24151,14.3,14.1,36.6,13.2,4.4,25.4,1.1,0.7,16.5,2.8,1.9,28.6,2,21,0,6,0,"REPUBLICAN"
"2779",48447,0.1278,0.1901,0.086,0.1323,0,0,0.0097,0,0.8482,"TX",14.7,5.4,28895,14.7,24.9,19.7,20.4,7,17.5,0.3,2.2,12.1,0,3,0.7,9,21,0,6,0,"REPUBLICAN"
"2780",51029,0.0714,0.1474,0.0497,0.0241,0.0056,0.0016,0.3417,0,0.6119,"VA",17.1,6.9,19734,22.1,18.3,18.7,17.6,9.4,38.9,0.2,1.4,30.5,1.3,6.1,12.1,3,14,7,4,2,"REPUBLICAN"
"2781",49051,0.1299,0.1766,0.0799,0.1335,0.0025,0.0116,0.0014,2e-04,0.8356,"UT",7.2,1.1,32805,4.9,10.5,32.2,8,5,16.4,1.3,6.6,0.9,3.6,1.8,0.5,6,21,0,6,0,"REPUBLICAN"
"2782",50023,0.0417,0.0939,0.0224,0.0195,0.0019,0.0083,0.0085,6e-04,0.9419,"VT",11.4,3.5,34033,6.6,18.5,19.2,13.3,9.2,5.7,0.3,6.8,5.3,0.8,7.8,3.8,4,0,21,0,6,"DEMOCRAT"
"2783",51003,0.055,0.1106,0.0378,0.0577,0.0021,0.0516,0.0947,4e-04,0.7696,"VA",9.8,2.9,42085,8.6,17.3,20.4,9,6.1,23.1,1.8,15,4.5,1.2,4.6,7.1,3,1,20,1,5,"DEMOCRAT"
"2784",49043,0.1037,0.1417,0.0638,0.1145,0.0023,0.0176,0.0079,3e-04,0.8432,"UT",6.5,1.8,53950,5.1,11.1,25.4,4.9,6.4,15.5,2.4,19.6,1.3,1.9,2,0.6,4,7,14,3,3,"DEMOCRAT"
"2785",48345,0.1143,0.1758,0.0766,0.1965,0,0,0.0152,0,0.7444,"TX",9.6,7.7,26103,13.8,29.2,26.8,19.3,12.7,25.5,0.5,0.3,9,5.6,5.4,0,9,21,0,6,0,"REPUBLICAN"
"2786",48405,0.1428,0.2169,0.0983,0.072,0.0159,0,0.2134,0,0.6909,"TX",24,9.4,23261,19.2,25.6,20,26.2,6.4,31.1,0.9,0.6,24.3,3.9,5.9,3,9,21,0,6,0,"REPUBLICAN"
"2787",51043,0.0601,0.1173,0.0412,0.0557,0,0.0066,0.0537,0,0.8613,"VA",10,3.8,39946,11.3,20.1,21,10.8,7.7,13.5,0.7,5.6,0.3,0.6,5.2,1.4,1,15,6,5,1,"DEMOCRAT"
"2788",48469,0.1065,0.1663,0.0699,0.4687,0.0012,0.0114,0.0561,2e-04,0.4467,"TX",15.2,5.5,28576,16.8,15.4,25.6,15,9.3,55,3.2,4.9,11.4,5,5.9,1.4,3,21,0,6,0,"REPUBLICAN"
"2789",51045,0.0574,0.1126,0.0394,4e-04,0,0,0.001,0,0.9863,"VA",8.5,1.4,28686,7.5,23.2,17.3,17.8,3,0.4,0.1,4.9,18.2,0,6.5,0.3,2,21,0,6,0,"REPUBLICAN"
"2790",48429,0.1278,0.1901,0.086,0.2374,0,0.0033,0.0283,0,0.7109,"TX",22.6,6.8,24405,22.9,19.1,22.5,20.4,9.5,28.4,1.8,2,16.9,1.7,5.4,5.1,7,21,0,6,0,"REPUBLICAN"
"2791",48459,0.1276,0.1901,0.0861,0.0859,0.0051,0.0031,0.0814,0,0.8038,"TX",13.3,7.4,24458,15.7,17.4,24.2,17.2,5.8,19.5,1.1,0.7,21.8,4,4,1.4,3,21,0,6,0,"REPUBLICAN"
"2792",50011,0.0387,0.0878,0.0208,0.0158,0.0064,0.0055,0.0053,0,0.9388,"VT",7.7,4.2,30692,9.2,14.9,22.7,12.6,8.4,6.1,0.3,3.9,8.2,1.8,5.4,0.9,3,0,21,0,6,"DEMOCRAT"
"2793",48395,0.1225,0.1864,0.0827,0.2098,0.0023,0.0017,0.2023,0.0011,0.572,"TX",12.6,6.4,25465,16.2,18.9,24.1,14.1,7.7,42.4,2.1,0.8,21.5,4.4,8.7,1.2,3,20,1,5,1,"REPUBLICAN"
"2794",48483,0.1241,0.1883,0.0824,0.26,0.0017,6e-04,0.0296,0,0.6847,"TX",18.1,4.3,26844,18.7,18.5,26,15.6,10.5,31.8,5.1,0.7,10.3,5.6,3.5,1.2,9,21,0,6,0,"REPUBLICAN"
"2795",48449,0.1283,0.1937,0.0866,0.4304,0.0017,0.0099,0.0893,0,0.4517,"TX",19.1,6.1,20633,24.2,13.7,29.1,14,10.7,54.6,8.9,3.8,18.3,8,4.4,0.8,7,21,0,6,0,"REPUBLICAN"
"2796",51035,0.0717,0.1436,0.0495,0.0353,0.0026,6e-04,0.0055,0,0.945,"VA",15,3.5,24868,19.2,23.1,18.8,18.3,7.2,5.3,0.9,1.4,22.3,1.1,4.8,0.6,7,21,0,6,0,"REPUBLICAN"
"2797",48439,0.1069,0.1641,0.0701,0.2881,0.003,0.0537,0.1614,0.0019,0.4672,"TX",12.9,5,32092,14.4,10.7,26.7,10.2,11.2,52.6,6.2,16.3,1.9,4.5,4.4,1.2,1,15,6,5,1,"DEMOCRAT"
"2798",49005,0.1037,0.1417,0.0638,0.1072,0.0037,0.0204,0.0074,0.0035,0.8364,"UT",15.2,2.8,22666,6.9,8.8,30.7,8.6,6,16.6,1.8,9.2,2.7,3.2,3.4,2.3,3,21,0,6,0,"REPUBLICAN"
"2799",50001,0.0414,0.093,0.0223,0.0231,0.0031,0.0175,0.0121,4e-04,0.9255,"VT",7.7,4.3,33120,7.1,18.5,17.5,14.8,6.7,7.3,0.4,2.8,8,0.9,4.6,8,6,0,21,0,6,"DEMOCRAT"
"2800",48503,0.1293,0.1898,0.087,0.1866,0.0057,0.0027,0.021,0,0.7791,"TX",12.1,3.1,25855,16.2,19.8,24.2,15.3,10.1,21.7,1.5,1.6,10.3,3,4.1,1.5,7,21,0,6,0,"REPUBLICAN"
"2801",48493,0.1134,0.1709,0.0762,0.3968,9e-04,0.0031,0.0122,8e-04,0.5703,"TX",10.5,6.1,30935,13.4,15,24.5,12.3,7.2,42.6,3.3,1.1,25.4,5.2,3.2,1.1,1,21,0,6,0,"REPUBLICAN"
"2802",48355,0.1011,0.1589,0.0646,0.6374,0.0025,0.02,0.0362,6e-04,0.2947,"TX",16.4,5.9,27649,17.6,13.7,25,13.5,10.9,70.1,2.6,10.2,3.5,4.9,7.8,2.2,2,21,0,6,0,"REPUBLICAN"
"2803",48495,0.1166,0.1765,0.0789,0.6096,0.0095,0,0.0225,0,0.3512,"TX",16.5,4.3,24217,33,11.4,30.3,11.3,7.8,64,9.8,1.7,7.9,3,6,1.3,6,21,0,6,0,"REPUBLICAN"
"2804",49025,0.1175,0.1595,0.0726,0.0468,0.0159,0.0032,1e-04,0.0011,0.9122,"UT",12.8,2.9,25746,7.2,22.4,23.3,14.2,2.4,8.5,0.3,0.5,8.7,0.9,2.7,2.2,6,21,0,6,0,"REPUBLICAN"
"2805",51005,0.0574,0.1126,0.0394,0.0148,0,0.0011,0.0581,0,0.9146,"VA",20.2,5.6,26918,14.4,23.3,19.2,18.5,6.3,8.5,0.1,4.3,9.5,1.1,6.3,2.2,6,21,0,6,0,"REPUBLICAN"
"2806",51015,0.0678,0.1359,0.0467,0.0282,0.0023,0.0061,0.0414,0.0012,0.9073,"VA",9.2,3.6,29366,12.6,19.8,19.5,13.1,5.6,8.8,0.5,3.2,9.4,0.6,4.2,5.1,3,21,0,6,0,"REPUBLICAN"
"2807",48487,0.1293,0.1898,0.087,0.2911,0.0092,0.0094,0.0959,0,0.5813,"TX",17.5,3.9,24078,21.5,17.8,22.6,23,12.1,41.2,3,3.6,5.7,3.9,7,5.2,6,21,0,6,0,"REPUBLICAN"
"2808",49029,0.1037,0.1417,0.0638,0.029,3e-04,9e-04,0.0077,0.0015,0.9496,"UT",3,2.8,31936,2.4,11.3,35.7,7,3.9,4.9,0.4,0,0.4,1.2,0.5,0,2,21,0,6,0,"REPUBLICAN"
"2809",49039,0.1175,0.1595,0.0726,0.0956,0.0098,0.0103,0.0072,0.0053,0.8595,"UT",16.5,7.2,17980,10.3,13.3,26.5,12.4,4.6,14.1,2,3.6,7,5.7,1.8,10.6,6,21,0,6,0,"REPUBLICAN"
"2810",51027,0.0804,0.1596,0.0556,0.0049,0.0018,0.0103,0.027,0,0.9485,"VA",27.7,8.1,18865,29.7,20.6,18,25.5,7,4.9,0.2,1.5,34.5,0.7,7.3,4.2,9,18,3,4,2,"REPUBLICAN"
"2811",49015,0.1299,0.1766,0.0799,0.0635,0.007,0.0067,2e-04,0.0027,0.9105,"UT",12.8,4.2,22505,6.1,16,30.4,15.6,6.3,8.8,0.6,0.5,16.3,3.4,3.6,0.8,7,21,0,6,0,"REPUBLICAN"
"2812",48473,0.1114,0.1704,0.0738,0.3006,0.0019,0.0094,0.2475,5e-04,0.4287,"TX",16.9,6.1,24495,19.2,11.5,24.4,10.9,8.5,56.8,6.7,3.2,24,6.4,3.6,9.1,1,21,0,6,0,"REPUBLICAN"
"2813",49049,0.1096,0.1473,0.0677,0.1178,0.0037,0.0149,0.0053,0.0087,0.8233,"UT",11.2,3.8,24528,5.8,7.4,34.2,7.7,5.6,17.3,1.9,10.3,1.5,4.8,2.7,2.6,2,21,0,6,0,"REPUBLICAN"
"2814",51007,0.0714,0.1474,0.0497,0.0301,0.0019,0,0.2119,0,0.736,"VA",13.4,2.8,29114,16.5,18.9,21.6,13.8,7.5,26.7,0.7,0.4,24.8,3.1,3.3,1.1,1,21,0,6,0,"REPUBLICAN"
"2815",51017,0.0678,0.1359,0.0467,0.0369,0.0014,0.0035,0.0302,0,0.8918,"VA",11.3,8.8,29127,12.8,19.7,16.2,16.7,4.7,8.2,0.2,4.3,10.5,1,2.8,4,8,21,0,6,0,"REPUBLICAN"
"2816",48347,0.125,0.1935,0.0836,0.1942,0.0041,0.014,0.1726,2e-04,0.5952,"TX",24.4,8.5,22580,16.7,13.7,23.4,16.9,10.3,40.4,3.8,10.9,18.6,3.9,7.2,8.3,5,21,0,6,0,"REPUBLICAN"
"2817",48501,0.1143,0.1758,0.0766,0.6646,0.0017,5e-04,0.0044,0,0.3176,"TX",9,6,26519,31.8,11.3,33,9.8,3.6,67.8,14,1.9,14.3,8.3,3.6,0,7,21,0,6,0,"REPUBLICAN"
"2818",49057,0.1105,0.1481,0.0672,0.1835,0.0054,0.0113,0.0098,0.0023,0.7605,"UT",11.3,4.3,26492,9.7,11.3,28.8,11.4,9.4,23.7,2.4,8.4,3.3,3,5.1,1.3,2,21,0,6,0,"REPUBLICAN"
"2819",50021,0.0414,0.093,0.0223,0.0147,0.0013,0.0114,0.0086,0,0.953,"VT",10.7,3.8,30109,7.7,20.7,17.9,16.1,5.5,4.6,0.2,7.3,5.8,5,7.7,3.8,4,0,21,0,6,"DEMOCRAT"
"2820",51036,0.0581,0.114,0.0399,0.0187,0.0652,0.0086,0.4514,0,0.4234,"VA",13.1,5,37059,21.4,22.9,15.7,16.8,4.3,58.2,0.1,0.8,17.1,0.9,6.2,0,1,0,21,0,6,"DEMOCRAT"
"2821",48467,0.1285,0.1874,0.0874,0.1091,0.0047,0.0049,0.028,9e-04,0.8371,"TX",14.4,5.1,26151,16.5,20.1,23.3,18.2,6.6,15.9,1.4,1.2,22.6,2.5,4.1,1.3,6,21,0,6,0,"REPUBLICAN"
"2822",51047,0.0612,0.1195,0.0417,0.1072,0.0035,0.0166,0.1386,0.0012,0.7026,"VA",8.2,5.3,30812,14.8,15,25.2,11.3,8.6,29.3,2.8,5.1,3,3.4,5,2.7,1,21,0,6,0,"REPUBLICAN"
"2823",49023,0.1175,0.1595,0.0726,0.0522,0.0106,0,0.0023,9e-04,0.9157,"UT",11.4,3.1,22498,7.8,11.5,34.8,10.8,9,7.8,1.3,1,4.5,5.7,2.8,1.5,2,21,0,6,0,"REPUBLICAN"
"2824",48441,0.1178,0.1846,0.0776,0.2441,0.0045,0.0211,0.0773,3e-04,0.6345,"TX",15.6,4.3,26469,11.6,14,24.7,15.4,10.3,36.1,2.2,9.3,5.1,2.3,5.4,4.9,3,21,0,6,0,"REPUBLICAN"
"2825",48475,0.1166,0.1765,0.0789,0.5366,0.0043,0.0095,0.0402,0,0.4,"TX",13,6.3,26570,21.3,13.8,27.5,12,5.4,59.2,4.8,2.3,17.4,4,6,1,6,21,0,6,0,"REPUBLICAN"
"2826",51001,0.0613,0.1235,0.0424,0.0896,0.0054,0.0081,0.2856,0,0.6003,"VA",19.9,4.2,24355,18.7,21.9,21,13.3,8.7,39.9,4.2,1.7,18.2,1.5,10.1,3.4,8,21,0,6,0,"REPUBLICAN"
"2827",48403,0.1428,0.2169,0.0983,0.0456,0.0022,7e-04,0.0564,0.0029,0.8553,"TX",21.4,7.2,23450,13.7,30.2,18.8,26,5.8,14.3,0.2,0.3,37.1,1.9,4.3,0.9,8,21,0,6,0,"REPUBLICAN"
"2828",48363,0.1134,0.1689,0.0762,0.1988,0.0056,0.0079,0.0251,0.001,0.7505,"TX",17.7,7.6,24983,16.1,19.1,23.6,18.3,8.9,24.8,3.9,3.6,17.6,4.4,6.8,0.9,6,21,0,6,0,"REPUBLICAN"
"2829",48485,0.1296,0.2018,0.0855,0.1919,0.0074,0.0218,0.0996,8e-04,0.6527,"TX",18.4,5.3,23921,13.5,14.2,22.6,16.7,10.4,34.4,2,7.9,5.3,2.4,6.7,11.7,3,21,0,6,0,"REPUBLICAN"
"2830",51033,0.0617,0.1231,0.0421,0.0483,0.0026,0.009,0.2679,0,0.6322,"VA",8.3,5.4,31536,14.4,15.9,23.1,12.1,9.3,36.5,0.5,0.3,11,2.1,4.8,7.2,1,13,8,3,3,"REPUBLICAN"
"2831",48427,0.1146,0.1867,0.0742,0.9917,1e-04,2e-04,4e-04,0,0.0069,"TX",35.3,14.3,14122,48.5,11.2,33.1,17.9,15.7,99.3,28.8,1.1,8.6,12.6,9.7,0.9,4,0,21,0,6,"DEMOCRAT"
"2832",49031,0.1175,0.1595,0.0726,0.0252,0.0016,0,0.0016,0,0.9673,"UT",17.1,3.5,16932,13.1,25.2,23.2,25.5,1.2,2.6,0.2,0,9.2,0.8,1.4,1.9,9,21,0,6,0,"REPUBLICAN"
"2833",49007,0.1299,0.1766,0.0799,0.133,0.0038,5e-04,0.0042,8e-04,0.8551,"UT",15.8,5.5,23473,9.2,16.2,26.7,15.1,8.2,16.9,0.6,3.1,10.8,2.4,5.4,2.2,7,21,0,6,0,"REPUBLICAN"
"2834",49041,0.1175,0.1595,0.0726,0.0517,0.0189,5e-04,0.0061,6e-04,0.917,"UT",13.4,5.5,22349,10.1,15.8,30.1,13.8,6.9,8.2,1.3,1.7,7.6,1.8,1.8,1.8,7,21,0,6,0,"REPUBLICAN"
"2835",48465,0.107,0.1724,0.0705,0.8195,0.0014,0.007,0.013,2e-04,0.1525,"TX",19.9,5.7,20881,31.8,14.1,28.8,14.8,10.5,84.5,13.3,3.7,12.3,7.5,6.6,3.5,5,9,12,3,3,"REPUBLICAN"
"2836",49013,0.1299,0.1766,0.0799,0.0819,0.0352,0.0053,0.0041,0.0032,0.8518,"UT",13.3,6.6,23945,12.1,11.1,34.1,12.5,7.9,14.7,1.2,0.8,16.6,4.2,3,1.9,7,21,0,6,0,"REPUBLICAN"
"2837",49055,0.1175,0.1595,0.0726,0.0625,0.0022,0.003,0.0022,0.0156,0.9074,"UT",8.5,1.1,22920,11.5,19.9,26,12.7,2.1,8.8,2.9,0.7,8,3.6,2.5,2.2,9,21,0,6,0,"REPUBLICAN"
"2838",48437,0.1241,0.1883,0.0824,0.4403,0.0061,0.0016,0.0589,7e-04,0.4618,"TX",22.1,6.5,19258,26.8,17.9,25.4,17.6,11.5,53,4.3,0.5,6.4,5.4,7,8.9,6,21,0,6,0,"REPUBLICAN"
"2839",48421,0.1241,0.1883,0.0824,0.4459,0.0039,0,0.0114,0,0.5345,"TX",15.2,0.9,26335,23.5,14.2,23.2,15.9,6.6,43.7,7.5,1.4,11.4,4.5,2.3,1,9,21,0,6,0,"REPUBLICAN"
"2840",48443,0.1166,0.1765,0.0789,0.567,0.0033,0,0.0112,0,0.394,"TX",15,9.5,23852,18.5,31.7,13.1,15,4.3,69.3,4.4,0,8.8,0,6.3,0,9,21,0,6,0,"REPUBLICAN"
"2841",49047,0.1299,0.1766,0.0799,0.0842,0.0711,0.0046,0.004,7e-04,0.8163,"UT",11.9,6.9,25610,13.9,9.8,33.8,10.8,7.8,18.3,0.9,6.3,12.7,3.8,3.4,1.1,7,21,0,6,0,"REPUBLICAN"
